,X,Y,Lipid Type,resid,Order
22537,1163.85,424.59002999999996,DPPC,45145,DPPC CHOL
22538,1477.1702,481.52002000000005,DPPC,45146,DPPC CHOL
22539,1469.8801,402.40002000000004,DPPC,45147,DPPC CHOL
22540,1681.7401,502.70004000000006,DPPC,45148,DOPC CHOL
22541,1569.7601,164.43001,DPPC,45149,DPPC CHOL
22542,1560.3201,456.75003,DPPC,45150,DOPC CHOL
22543,1319.8401,406.1,DPPC,45151,DPPC CHOL
22544,1600.11,582.46,DPPC,45152,DPPC CHOL
22545,1668.5101,498.01,DPPC,45153,DPPC CHOL
22546,1398.3701,531.23,DPPC,45154,DPPC CHOL
22547,1680.1401,552.63007,DPPC,45155,DPPC CHOL
22548,1330.6401,191.76001000000002,DPPC,45156,DOPC CHOL
22549,1528.1602,171.61002,DPPC,45157,DPPC CHOL
22550,1202.6101,445.16003,DPPC,45158,DOPC CHOL
22551,1166.05,325.23004,DPPC,45159,DOPC CHOL
22552,1412.1702,392.01,DPPC,45160,DOPC CHOL
22553,1740.6101,366.03,DPPC,45161,DPPC CHOL
22554,1291.17,304.04,DPPC,45162,DPPC CHOL
22555,1491.5801,552.82,DPPC,45163,DOPC CHOL
22556,1311.3301,277.83002,DPPC,45164,DOPC CHOL
22557,1386.88,502.40002000000004,DPPC,45165,DPPC CHOL
22558,1407.56,276.15002000000004,DPPC,45166,DPPC CHOL
22559,1104.25,248.93002,DPPC,45167,DOPC CHOL
22560,1719.12,563.5600599999999,DPPC,45168,DPPC CHOL
22561,1242.6101,338.20004,DPPC,45169,DOPC CHOL
22562,1420.16,83.87,DPPC,45170,DOPC CHOL
22563,1713.1101,406.29,DPPC,45171,DOPC CHOL
22564,1272.79,590.75006,DPPC,45172,DOPC CHOL
22565,1362.79,337.28,DPPC,45173,DOPC CHOL
22566,1455.3601,444.60004000000004,DPPC,45174,DOPC CHOL
22567,1346.73,49.010002,DPPC,45175,DOPC CHOL
22568,1575.6201,310.18002,DPPC,45176,DOPC CHOL
22569,1519.5001,418.41003,DPPC,45177,DPPC CHOL
22570,1231.54,234.06002999999998,DPPC,45178,DPPC CHOL
22571,1154.6201,276.06,DPPC,45179,DOPC CHOL
22572,1695.13,226.85,DPPC,45180,DOPC CHOL
22573,1424.49,135.91,DPPC,45181,DPPC CHOL
22574,1543.29,178.31001,DPPC,45182,DPPC CHOL
22575,1491.5901,154.31001,DPPC,45183,DOPC CHOL
22576,1525.9801,90.09000999999999,DPPC,45184,DPPC CHOL
22577,1215.0901,146.28,DPPC,45185,DPPC CHOL
22578,1593.3601,397.69,DPPC,45186,DPPC CHOL
22579,1630.9901,88.66,DPPC,45187,DOPC CHOL
22580,1792.48,523.62006,DPPC,45188,DPPC CHOL
22581,1352.3401,301.55002,DPPC,45189,DPPC CHOL
22582,1400.15,408.6,DPPC,45190,DPPC CHOL
